"longitude","latitude","OBJECTID","VICINITY","SCI_NM","CMMN_NM","FAM_NAME","GENUS_NAME"
-77.0689131785,38.9677096205,19068979,"Lafayette park","Quercus coccinea","Scarlet oak","Fagaceae","Quercus"
-77.0954537652,38.939433269,18975236,"4825 RODMAN ST NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0822522897,38.9537123582,19013334,"4904 WISCONSIN AVE NW","Carpinus caroliniana","Ironwood","Betulaceae","Carpinus"
-76.9348828134,38.9116218145,19024228,"OPP 1608 KENILWORTH AVE NE","Juniperus virginiana","Eastern redcedar","Cupressaceae","Juniperus"
-76.9720987854,38.9289796981,18900902,"opp 3032 24TH ST NE/Thayer St","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0623299515,38.9269311227,19052716,"3121 CLEVELAND AVE NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0365552945,38.9353525231,19054934,"3604 16TH ST NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.9349275561,38.8744084506,19046212,"1311 45TH PL SE","Celtis laevigata","Sugarberry","Ulmaceae","Celtis"
-77.004100092,38.9449591318,19029423,"4500 FORT TOTTEN DR NE/Hawaii Ave","Prunus 'Snow Goose'","Cherry (Snowgoose)","Rosaceae","Prunus"
-76.9762926956,38.9424384961,18971657,"4316 20TH ST NE/Upshur St","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9761598593,38.9323035961,18961633,"OPP 3400 20TH ST NE","Acer species","Maple","Aceraceae","Acer"
-77.0755787792,38.956978388,19038926,"3818 HARRISON ST NW","Prunus yedoensis","Yoshino cherry","Rosaceae","Prunus"
-77.0784836792,38.9267948401,19011934,"OPP 3923 WATSON PL NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-77.0335092126,38.8985168223,19003301,"700 BLK 15TH ST NW","Cercis canadensis","Eastern redbud","Fabaceae","Cercis"
-77.0772974945,38.9584034468,18951226,"3901 INGOMAR ST NW","Prunus virginiana","Chokecherry","Rosaceae","Prunus"
-77.0464545485,38.899633108,18923230,"2000 BLK H ST NW","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-77.0351235038,38.9498932535,19047745,"4900 PINEY BRANCH RD NW","Cercis canadensis","Eastern redbud","Fabaceae","Cercis"
-76.9990509561,38.9458374993,18903088,NA,"Ulmus americana 'New Harmony'","New Harmony elm","Ulmaceae","Ulmus"
-77.0418601714,38.9287724611,18916637,"1822 IRVING ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9571090373,38.8947278688,18903689,"3400 BLK DIX ST NE","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.9739769828,38.8528505242,19042539,"2200 BLK IRVING ST SE / TRIANGLE","Aesculus hippocastanum","Horsechestnut","Hippocastanaceae","Aescululs"
-76.9791806927,38.8694303736,19000506,"OPP 1730 R ST SE","Morus alba","Mulberry","Moraceae","Morus"
-77.0698645211,38.9657662229,18945012,"3522 NORTHAMPTON ST NW","Acer platanoides","Norway maple","Aceraceae","Acer"
-76.9945835595,38.8919806035,18917375,"0 CONSTITUTION AVE NE","Acer saccharum","Sugar maple","Aceraceae","Acer"
-77.0098121087,38.8270581609,18956165,"89 DARRINGTON ST SW","Platanus occidentalis","American sycamore","Platanaceae","Platanus"
-77.0570084119,38.9515748254,18910786,"2839 CHESTERFIELD PL NW","Acer species","Maple","Aceraceae","Acer"
-76.9772167012,38.938736882,18995988,"4011 19TH PL NE","Ginkgo biloba","Ginkgo","Ginkgoaceae","Ginkgo"
-77.0029845633,38.8897431774,18998119,"201 EAST CAPITOL ST BN","Ulmus species","Elm","Ulmaceae","Ulmus"
-76.9721069794,38.9320107731,18915490,"3300 blk 24TH ST NE/S. Dakota Ave","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.9816864417,38.9044778735,18971600,"1110 16TH ST NE","Pistacia chinensis","Chinese pistachio","Anacardiaceae","Pistacia"
-77.0387538423,38.946261851,19028154,"4603 17TH ST NW","Ulmus americana","American elm","Ulmaceae","Ulmus"
-77.0632019781,38.9288259197,19009018,"opp 2916 32ND ST NW","Pistacia chinensis","Chinese pistachio","Anacardiaceae","Pistacia"
-76.9218032822,38.8905581541,19042021,"5600 BLK BLAINE ST NE","Salix species","Willow","Salicaceae","Salix"
-76.9798679988,38.9355023566,18956046,"0 18TH ST NE","Platanus occidentalis","American sycamore","Platanaceae","Platanus"
-77.0232062943,38.9783584616,19057405,"713 FERN PL NW","Quercus coccinea","Scarlet oak","Fagaceae","Quercus"
-76.9858370386,38.8675437447,19002234,"1331A T ST SE","Liquidambar rotundiloba","Rotundiloba sweetgum","Hamamelidaceae","Liquidambar"
-76.9605460023,38.8621302316,19036456,"2200 BLK 32ND PL SE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0547078754,38.9098379704,19050786,"1515 26TH ST NW","Ginkgo biloba (male)","Ginkgo (male)","Ginkgoaceae","Ginkgo"
-77.066318058,38.9695618864,18959133,"6000 BLK 33RD ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0832514783,38.9507672835,19045692,"4236 RIVER RD NW","Carpinus betulus","Hornbeam (European) (Common)","Betulaceae","Carpinus"
-77.098252564,38.9380248103,18926356,"4944 QUEBEC ST NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-76.9831924681,38.8814507583,19031837,"500 blk KENTUCKY AVE SE","Ulmus americana 'Jefferson'","Jefferson Elm","Ulmaceae","Ulmus"
-77.0719543359,38.958467704,18984145,"OPP 5227 CONNECTICUT AVE NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0360415106,38.916254648,19010150,"1500 blk CAROLINE ST NW","Tilia americana","American linden","Tiliaceae","Tilia"
-77.0337946018,38.9690631357,18935110,"1400 BLK UNDERWOOD ST NW/14TH ST","Quercus acutissima","Sawtooth oak","Fagaceae","Quercus"
-77.015914924,38.9538561212,18975860,"5200 3RD ST NW","Metasequoia glyptostroboides","Dawn redwood","Cupressaceae","Metasequoia"
-76.993576291,38.8981660078,18973034,"OPP 630 9TH ST NE (INSIDE FENCED PARK)","Quercus coccinea","Scarlet oak","Fagaceae","Quercus"
-77.0163672217,38.9691365859,18909362,NA,"Quercus macrocarpa","Bur oak","Fagaceae","Quercus"
-77.0255591212,38.9693825178,18960414,"6511 PINEY BRANCH RD NW","Quercus acutissima","Sawtooth oak","Fagaceae","Quercus"
-77.0415444828,38.9172075221,18985366,"2001 18TH ST NW","Ulmus americana","American elm","Ulmaceae","Ulmus"
-77.0745536018,38.9492160152,18925488,"4529 38TH ST NW","Cladrastis lutea","Yellowwood","Fabaceae","Cladrastis"
-77.0723753207,38.9362412194,18905700,"3622 ORDWAY ST NW","Prunus serrulata 'Kwanzan'","Kwanzan cherry","Rosaceae","Prunus"
-77.0006438608,38.9023999964,18979115,"900 BLOCK 4TH ST NE","Liquidambar Stryaciflua 'Sterile'","Sweetgum (sterile)","Hamamelidaceae","Liquidambar"
-76.986081759,38.8882453651,18925870,"1344 MASSACHUSETTS AVE SE","Acer saccharinum","Silver maple","Aceraceae","Acer"
-77.0802421416,38.9557306935,19032841,"5031 41ST ST NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.9979478881,38.8789978252,19024603,"500 BLK VIRGINIA AVE SE","Quercus rubra","Red oak","Fagaceae","Quercus"
-77.0247356969,38.9042441226,18973927,"919 L ST NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.938876121,38.8792643306,19032420,"4600 BLK ALABAMA AVE SE","Ulmus americana","American elm","Ulmaceae","Ulmus"
-77.0367757252,38.9012800188,18932951,"1600 blk I ST NW","Ulmus americana 'Jefferson'","Jefferson Elm","Ulmaceae","Ulmus"
-77.0879771555,38.9094112908,19036298,"4564 MACARTHUR BLVD NW","Chionanthus retusus","Chinese Fringetree","Oleaceae","Chionanthus"
-77.0736419382,38.9422743057,18932799,"3725 UPTON ST NW","Prunus yedoensis","Yoshino cherry","Rosaceae","Prunus"
-77.0259030397,38.9027189601,18939585,"1000 BLK 10TH ST NW","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-77.0163215139,38.9683420351,19060202,NA,"Prunus yedoensis","Yoshino cherry","Rosaceae","Prunus"
-76.9681413162,38.8651258792,18960761,"2806 FORT BAKER DR SE","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.941918506,38.9017600526,19055032,"4250 NANNIE HELEN BURROUGHS AVE NE","Ulmus americana","American elm","Ulmaceae","Ulmus"
-76.92479264,38.9000864793,19067975,"801 DIVISION AVE NE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0287876918,38.94608191,19008221,"opp 1127 BUCHANAN ST NW","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-76.9932813162,38.837010543,18993060,"3700 BLK WHEELER RD SE","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9681337363,38.8551120009,18907029,"OPP 2808 GAINESVILLE ST SE","Quercus bicolor","Swamp white oak","Fagaceae","Quercus"
-77.0296532525,38.9468443422,19003912,"4600 BLK 13TH ST NW","Liquidambar rotundiloba","Rotundiloba sweetgum","Hamamelidaceae","Liquidambar"
-76.9840899733,38.9090417659,18945955,"1235 SIMMS PL NE","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-77.0567442489,38.9301156071,19052837,"3100 Connecticut Ave., NW","Fraxinus species","Ash","Oleaceae","Fraxinus"
-76.994113873,38.9570730068,18906038,"OPP 5426 8TH ST NE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0166033494,38.957711845,19032390,"309 LONGFELLOW ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0337844497,38.9584073895,18936868,"1401 MADISON ST NW","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-76.9372837439,38.8710299396,18956642,"4330 SOUTHERN AVE SE","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.983656029,38.8669496254,18959745,"1419 MINNESOTA AVE SE","Koelreuteria paniculata","Goldenrain tree","Sapindaceae","Koelreuteria"
-76.9704223798,38.8592525237,18904770,"OPP 2369 WAGNER ST SE","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-77.0788191392,38.9443561751,18972735,"4230 40TH ST NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-77.1085969105,38.9339820809,18964207,"5285 PARTRIDGE LN NW","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9417720066,38.8919546366,18904502,"4200 BLK BLAINE ST NE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0305366391,38.9676224791,18983950,"1317 TUCKERMAN ST NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.959348074,38.8851714759,18966438,"3309 DUBOIS PL SE","Quercus imbricaria","Shingle oak","Fagaceae","Quercus"
-77.0044962248,38.9056994582,19006514,"100 BLK M ST NE","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-77.0385963136,38.9002835854,18954260,"1600 blk H ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9961023047,38.9033292951,19060681,"1027 7TH ST NE","Prunus cerasifera","Purple leaf plum","Rosaceae","Prunus"
-77.0465732185,38.9097889944,19030913,"opp 1500 21ST ST NW","Quercus lyrata","Overcup oak","Fagaceae","Quercus"
-77.0328424336,38.9301870566,18944053,"3218 14TH ST NW","Magnolia Species","Magnolia","Magnoliaceae","Magnolia"
-77.0115583206,38.8294951905,18917227,"78 BRANDYWINE ST SW","Acer platanoides","Norway maple","Aceraceae","Acer"
-77.0000291919,38.8363770609,19022297,NA,"Quercus bicolor","Swamp white oak","Fagaceae","Quercus"
-77.0670022876,38.9390455562,19067025,"3400 RODMAN ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9929245266,38.8793416928,18911703,"922 I ST SE","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9947148257,38.8313132539,19052668,"4017 8TH ST SE","Ginkgo biloba","Ginkgo","Ginkgoaceae","Ginkgo"
-77.0265235254,38.9528866704,18981344,"926 HAMILTON ST NW","Gleditsia triacanthos var. inermis","Thornless honeylocust","Fabaceae","Gleditsia"
-77.038422719,38.9470913511,19044293,"1612 CRITTENDEN ST NW","Quercus acutissima","Sawtooth oak","Fagaceae","Quercus"
-76.9485809739,38.8895574185,19017849,NA,"Nyssa sylvatica","Tupelo","Nyssaceae","Nyssa"
-77.0143011785,38.9158814944,18970377,"1909 2ND ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0448842394,38.9878646878,18970219,"1815 SUDBURY RD NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-76.9314241536,38.8868651516,19024477,"4928 B ST SE","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-77.0332846193,38.961567075,18969852,"1336 MISSOURI AVE NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0246611022,38.9660876877,18903320,"810 SHERIDAN ST NW","Acer campestre","Hedge maple","Aceraceae","Acer"
-77.0011823903,38.8930064108,19057130,"322 MARYLAND AVE NE","Ulmus americana","American elm","Ulmaceae","Ulmus"
-77.0093927355,38.9641352243,18960851,"60000 blk KANSAS AVE NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-77.0031727736,38.9619759987,18907306,"237 ONEIDA ST NE","Acer platanoides","Norway maple","Aceraceae","Acer"
-76.9764018346,38.896708782,19019006,"1917 ROSEDALE ST NE","Prunus cerasifera","Purple leaf plum","Rosaceae","Prunus"
-77.0678639695,38.9146948403,18941054,"1733 34TH ST NW","Quercus species","Oak","Fagaceae","Quercus"
-77.0134109357,38.9180701174,18949532,"138 V ST NW","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-76.9823122509,38.8567506275,19015179,"OPP 2420 16TH ST SE","Gymnocladus dioicus","Kentucky coffeetree","Fabaceae","Gymnocladus"
-76.9901932246,38.8783578156,19022142,"1200 BLK K ST SE","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-76.9770289593,38.921265045,19019875,"1800 BLK BRYANT ST NE","Prunus serrulata 'Kwanzan'","Kwanzan cherry","Rosaceae","Prunus"
-76.9578405874,38.928168358,19065141,"3100 BLK FORT LINCOLN DR NE","Aesculus pavia","Red Buckeye","Sapindaceae","Aesculus"
-76.9803419266,38.8455789785,19064919,"1614 SAVANNAH ST SE","Quercus nuttallii","Nuttall oak","Fagaceae","Quercus"
-77.1005287781,38.9337236917,18900465,"5021 MILLWOOD LN NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-76.9868856807,38.8653397836,19026004,"1320 V ST SE","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9924447224,38.9418514573,18907790,"1000 UPSHUR ST NE","Tilia cordata","Littleleaf linden","Tiliaceae","Tilia"
-76.9826109077,38.89098811,18978892,"1530 A ST NE","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.9991762136,38.8910012642,19054381,"500 BLK A ST NE","Liquidambar rotundiloba","Rotundiloba sweetgum","Hamamelidaceae","Liquidambar"
-77.009986876,38.8277443298,18945396,"OPP 95 DANBURY ST SW","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-76.990562993,38.931627323,18953619,"1200 blk LAWRENCE ST NE","Platanus occidentalis","American sycamore","Platanaceae","Platanus"
-76.9727294016,38.9321823343,18991964,"2200 blk LAWRENCE ST NE","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-76.9960583283,38.9512158379,19005387,"721 FARRAGUT PL NE/6th Pl","Metasequoia glyptostroboides","Dawn redwood","Cupressaceae","Metasequoia"
-76.9423712799,38.8898993159,18956726,"4250 EAST CAPITOL ST NE","Ulmus species","Elm","Ulmaceae","Ulmus"
-77.074239348,38.9290800177,19014490,"opp 3700  CATHEDRAL AVE NW","Quercus imbricaria","Shingle oak","Fagaceae","Quercus"
-76.9260427769,38.9058281543,18949694,"1100 BLK EASTERN AVE NE","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-76.9290795083,38.9082040943,18942224,"1314 EASTERN AVE NE","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-77.0679875785,38.914656795,18939076,"opp to 1731 34TH ST NW","Quercus species","Oak","Fagaceae","Quercus"
-76.9355185252,38.8789566536,19035284,"729 46TH ST SE","Acer saccharinum","Silver maple","Aceraceae","Acer"
-77.0351925964,38.9779226863,19060039,"7244 15th PL NW","Prunus virginiana","Chokecherry","Rosaceae","Prunus"
-76.9909793143,38.9313043237,18991745,"opp 3319 12TH ST NE/Kearney St","Ginkgo biloba (male)","Ginkgo (male)","Ginkgoaceae","Ginkgo"
-77.0167902503,38.9125601396,18973908,"414 R ST NW","Tilia cordata","Littleleaf linden","Tiliaceae","Tilia"
-77.0320230808,38.9316389403,19018981,"1373 MONROE ST NW","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-77.0749664898,38.9522686603,18995877,"OPP 3815 FORT DR NW","Quercus coccinea","Scarlet oak","Fagaceae","Quercus"
-77.0286814093,38.9722174332,18914028,"1224 ASPEN ST NW","Gleditsia species","Honeylocust","Fabaceae","Gleditsia"
-77.0321789747,38.9841681874,18920068,"7800 MORNINGSIDE DR NW","Ulmus species","Elm","Ulmaceae","Ulmus"
-76.9730368706,38.931092945,18931900,"2225 KEARNY ST NE","Gleditsia triacanthos var. inermis 'Skyline'","Skyline honeylocust","Fabaceae","Gleditsia"
-76.9419011516,38.8974746185,19004976,"4207 FOOTE ST NE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0729198285,38.9584043296,18927634,"3713 INGOMAR ST NW","Aesculus carnea","Red horsechestnut","Hippocastanaceae","Aescululs"
-77.0082220108,38.9139489452,19035794,"1700 BLK LINCOLN RD NE","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0122280822,38.9176731769,18905323,"2022 1ST ST NW","Acer platanoides","Norway maple","Aceraceae","Acer"
-76.9933278078,38.8763842841,18962126,"900 BLK M ST SE","Quercus phellos","Willow oak","Fagaceae","Quercus"
-76.974245881,38.9046912246,18966297,"1106 21ST ST NE","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.063871282,38.9266963046,18993927,"3200 WOODLAND DR NW","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-76.9307685789,38.8866761925,18942808,"OPP 4934 B ST SE","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-77.0705511608,38.9261435696,19059919,"3534 FULTON ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9808441326,38.8706441568,19059049,"1601 17TH ST SE","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-77.060354693,38.9545835782,19041080,"2924 FESSENDEN ST NW","Quercus nuttallii","Nuttall oak","Fagaceae","Quercus"
-77.0662471228,38.949115283,18943156,"4545 CONNECTICUT AVE NW","Quercus bicolor","Swamp white oak","Fagaceae","Quercus"
-77.0362397006,38.9163353205,18984727,"1500 BLOCK CAROLINE ST NW","Liquidambar styraciflua 'Slender Silhouette'","Slender Silhouette Sweetgum","Altingiaceae","Liquidambar"
-77.0234638044,38.9667557161,18958180,"721 SOMERSET PL NW","Carpinus species","Hornbeam","Betulaceae","Carpinus"
-76.9665880322,38.9340504053,18948813,"opp 2900 NEWTON ST NE","Ulmus americana 'Jefferson'","Jefferson Elm","Ulmaceae","Ulmus"
-77.0022899177,38.8875502836,19016004,"200 BLK INDEPENDENCE AVE SE","Ulmus americana 'Jefferson'","Jefferson Elm","Ulmaceae","Ulmus"
-77.0776870379,38.9371168059,18973060,"3600 39TH ST NW","Prunus serrulata 'Kwanzan'","Kwanzan cherry","Rosaceae","Prunus"
-76.9969115345,38.9025815628,18915742,"660 K ST NE","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9648281062,38.8750425653,19005834,"1213 30TH ST SE","Carpinus caroliniana","Ironwood","Betulaceae","Carpinus"
-77.0838339915,38.9582687624,18948085,"OPP 5229 43RD ST NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-77.0226377752,38.9385716535,19040895,"3800 BLK NEW HAMPSHIRE AVE NW[MEDIAN]","Ulmus americana 'Augustine'","Augustine elm","Ulmaceae","Ulmus"
-77.0485442554,38.9133154801,19026807,"2124 DECATUR PL NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0037325587,38.8484628854,18941880,"259 NEWCOMB ST SE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0398873565,38.9339328341,18990682,"3351 MOUNT PLEASANT ST NW","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-77.0161088044,38.9132022089,18919007,"1717 4TH ST NW","Acer saccharinum","Silver maple","Aceraceae","Acer"
-76.9329303373,38.8896566322,18985056,"4800 blk EAST CAPITOL ST SE","Ulmus americana","American elm","Ulmaceae","Ulmus"
-77.0380481646,38.9014065474,18974459,"1627 I ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0360294805,38.9002876428,18905453,"1525 H ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0600254708,38.9240103249,19061162,"2600 blk 30TH ST NW","Platanus species","Plane tree","Platanaceae","Platanus"
-77.0844623784,38.9357685934,18901972,"4328 WESTOVER PL NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0775835625,38.9335494174,18952228,"3901 MACOMB ST NW","Syringa reticulata","Lilac","Oleaceae","Syringa"
-77.0327316718,38.9803423559,19066936,"1332 HOLLY ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0023429892,38.9561309821,18973762,"5500 blk S. DAKOTA AVE NE/Kennedy St","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0278403981,38.9830061794,18953995,"7700 ALASKA AVE NW","Cercis species","Redbud","Fabaceae","Cercis"
